escape_string,modifiers,key1,key2,key3,key4,key5,key6
cad,USB_HID_MOD_LEFT_CTRL|USB_HID_MOD_LEFT_ALT,USB_HID_DELETE
c,USB_HID_MOD_LEFT_CTRL,USB_HID_C
v,USB_HID_MOD_LEFT_CTRL,USB_HID_V
n,USB_HID_MOD_NONE,USB_HID_ENTER
bs,USB_HID_MOD_NONE,USB_HID_BACKSPACE
del,USB_HID_MOD_NONE,USB_HID_DELETE
esc,USB_HID_MOD_NONE,USB_HID_ESC
os,USB_HID_MOD_NONE,USB_HID_ENTER
tab,USB_HID_MOD_NONE,USB_HID_TAB
